,Close
0,76.519997
1,76.839996
2,76.18
3,77.730003
4,77.83000200000001
5,76.989998
6,74.690002
7,76.110001
8,78.400002
9,79.879997
10,81.449997
11,80.610001
12,80.769997
13,80.779999
14,80.019997
15,79.220001
16,78.019997
17,78.449997
18,77.190002
19,76.150002
20,76.150002
21,78.18
22,77.739998
23,76.720001
24,76.449997
25,76.279999
26,74.050003
27,75.18
28,76.239998
29,76.739998
30,77.650002
31,77.83000200000001
32,77.5
33,75.779999
34,76.239998
35,78.0
36,75.910004
37,74.989998
38,75.400002
39,75.629997
40,75.610001
41,74.470001
42,74.440002
43,75.190002
44,76.510002
45,76.230003
46,75.739998
47,75.599998
48,76.709999
49,79.41999799999999
50,79.900002
51,78.839996
52,78.449997
53,79.559998
54,80.410004
55,78.970001
56,79.75
57,79.599998
58,80.900002
59,81.209999
60,80.010002
61,79.440002
62,77.550003
63,77.57
64,78.93
65,78.050003
66,78.07
67,79.360001
68,80.910004
69,82.75
70,83.800003
71,84.43
72,85.309998
73,82.91999799999999
74,83.010002
75,83.300003
76,83.199997
77,82.220001
78,81.66999799999999
79,81.559998
80,82.440002
81,82.32
82,82.279999
83,82.16999799999999
84,82.040001
85,83.010002
86,83.519997
87,82.709999
88,82.309998
89,80.779999
90,83.089996
91,83.620003
92,84.629997
93,82.410004
94,81.529999
95,81.910004
96,80.68
97,80.470001
98,78.769997
99,78.989998
100,78.809998
101,77.559998
102,78.099998
103,78.43
104,78.510002
105,78.010002
106,77.459999
107,78.440002
108,81.370003
109,80.41999799999999
110,80.879997
111,80.629997
112,80.550003
113,80.480003
114,80.540001
115,79.33000200000001
116,80.550003
117,80.150002
118,79.190002
119,80.290001
120,80.440002
121,82.440002
122,82.050003
123,82.139999
124,80.66999799999999
125,80.66999799999999
126,82.160004
127,81.83000200000001
128,81.529999
129,80.709999
130,81.059998
131,81.790001
132,82.910004
133,82.510002
134,84.739998
135,87.879997
136,88.860001
137,87.980003
138,88.010002
139,85.800003
140,85.769997
141,86.910004
142,87.290001
143,87.550003
144,87.220001
145,85.650002
146,85.879997
147,87.949997
148,90.099998
149,89.68
150,89.760002
151,90.849998
152,94.970001
153,97.910004
154,98.389999
155,97.040001
156,95.440002
157,96.949997
158,94.16999799999999
159,95.290001
160,96.989998
161,95.209999
162,94.010002
163,94.139999
164,94.059998
165,96.440002
166,95.120003
167,94.300003
168,94.150002
169,93.620003
170,94.190002
171,93.43
172,94.41999799999999
173,93.93
174,95.16999799999999
175,95.309998
176,90.559998
177,86.059998
178,82.089996
179,83.0
180,87.190002
181,89.730003
182,91.010002
183,89.43
184,87.230003
185,89.889999
186,88.150002
187,88.260002
188,89.529999
189,90.440002
190,91.980003
191,92.050003
192,92.309998
193,92.900002
194,93.449997
195,94.339996
196,94.400002
197,95.550003
198,92.959999
199,93.970001
200,94.410004
201,92.769997
202,89.209999
203,86.66999799999999
204,89.900002
205,90.949997
206,92.07
207,94.010002
208,92.800003
209,92.400002
210,92.470001
211,93.239998
212,94.260002
213,94.120003
214,94.07
215,95.959999
216,97.540001
217,98.470001
218,97.0
219,97.110001
220,99.66999799999999
221,102.190002
222,103.769997
223,103.699997
224,104.199997
225,104.879997
226,101.970001
227,103.309998
228,102.58000200000001
229,103.940002
230,108.760002
231,107.099998
232,106.489998
233,107.910004
234,109.010002
235,108.019997
236,103.949997
237,104.040001
238,105.129997
239,107.769997
240,106.260002
241,107.32
242,106.949997
243,105.739998
244,105.410004
245,105.449997
246,104.239998
247,107.120003
248,106.07
249,104.379997
250,106.18
251,105.610001
252,106.489998
253,104.599998
254,105.41999799999999
255,102.120003
256,104.660004
257,104.550003
258,106.790001
259,106.220001
260,104.040001
261,104.769997
262,105.510002
263,104.629997
264,105.019997
265,105.93
266,107.260002
267,106.220001
268,104.660004
269,102.220001
270,102.730003
271,102.970001
272,97.91999799999999
273,97.33000200000001
274,97.510002
275,99.370003
276,95.440002
277,98.370003
278,94.970001
279,95.260002
280,94.349998
281,94.160004
282,97.940002
283,97.010002
284,97.339996
285,94.449997
286,109.110001
287,112.209999
288,115.089996
289,114.610001
290,112.690002
291,110.489998
292,104.07
293,99.75
294,99.540001
295,101.0
296,101.910004
297,102.010002
298,101.610001
299,105.199997
300,103.470001
301,104.57
302,107.160004
303,105.459999
304,106.879997
305,108.07
306,107.91999799999999
307,106.91999799999999
308,109.82
309,109.949997
310,109.58000200000001
311,108.389999
312,105.730003
313,105.93
314,107.510002
315,107.32
316,109.410004
317,109.889999
318,110.66999799999999
319,112.18
320,111.019997
321,111.449997
322,111.849998
323,112.25
324,112.540001
325,113.050003
326,113.690002
327,116.139999
328,114.699997
329,114.099998
330,116.059998
331,112.550003
332,112.220001
333,113.709999
334,113.639999
335,110.629997
336,108.989998
337,110.610001
338,110.510002
339,110.839996
340,109.639999
341,110.449997
342,112.290001
343,112.41999799999999
344,113.440002
345,110.559998
346,110.099998
347,108.760002
348,108.889999
349,116.730003
350,117.58000200000001
351,118.57
352,117.43
353,118.059998
354,117.809998
355,119.489998
356,119.239998
357,120.5
358,119.519997
359,120.279999
360,119.809998
361,118.66999799999999
362,117.349998
363,117.650002
364,116.809998
365,117.349998
366,115.970001
367,117.699997
368,117.889999
369,119.470001
370,119.379997
371,118.809998
372,118.779999
373,118.93
374,118.470001
375,118.790001
376,117.760002
377,118.389999
378,118.559998
379,116.620003
380,113.949997
381,114.940002
382,114.599998
383,114.389999
384,113.019997
385,113.370003
386,114.379997
387,113.910004
388,115.08000200000001
389,112.08000200000001
390,108.970001
391,112.699997
392,114.160004
393,114.279999
394,114.190002
395,114.199997
396,116.699997
397,115.849998
398,117.239998
399,117.870003
400,117.93
401,116.779999
402,117.290001
403,116.860001
404,119.370003
405,120.610001
406,121.91999799999999
407,120.610001
408,121.0
409,121.629997
410,121.220001
411,123.339996
412,125.0
413,123.940002
414,124.309998
415,123.089996
416,122.510002
417,124.360001
418,125.150002
419,125.260002
420,125.059998
421,124.879997
422,124.900002
423,124.879997
424,123.900002
425,123.300003
426,124.370003
427,123.910004
428,123.559998
429,124.150002
430,124.370003
431,123.480003
432,123.889999
433,124.959999
434,126.540001
435,125.839996
436,126.120003
437,126.16999799999999
438,126.510002
439,129.729996
440,131.050003
441,130.270004
442,127.099998
443,128.690002
444,127.209999
445,127.769997
446,128.350006
447,129.070007
448,128.649994
449,128.639999
450,129.940002
451,130.080002
452,127.959999
453,127.309998
454,128.690002
455,129.229996
456,128.08999599999999
457,128.270004
458,128.770004
459,128.190002
460,128.470001
461,128.740005
462,128.990005
463,130.240005
464,128.880005
465,129.050003
466,127.82
467,127.879997
468,127.540001
469,128.570007
470,130.110001
471,130.0
472,132.070007
473,133.279999
474,132.28999299999998
475,131.03999299999998
476,129.690002
477,131.28999299999998
478,130.990005
479,129.5
480,127.16999799999999
481,120.0
482,120.75
483,122.150002
484,124.220001
485,123.18
486,120.800003
487,119.019997
488,115.08000200000001
489,117.199997
490,116.339996
491,117.790001
492,117.019997
493,121.769997
494,121.470001
495,120.839996
496,120.379997
497,120.410004
498,120.870003
499,118.41999799999999
500,115.099998
501,115.400002
502,117.43
503,117.309998
504,117.949997
505,118.910004
506,119.68
507,117.769997
508,120.309998
509,120.209999
510,120.57
511,119.870003
512,119.239998
513,119.089996
514,119.040001
515,117.400002
516,117.269997
517,118.010002
518,116.91999799999999
519,116.349998
520,115.050003
521,116.860001
522,118.690002
523,120.66999799999999
524,123.410004
525,124.900002
526,124.349998
527,126.089996
528,126.620003
529,128.33999599999999
530,127.870003
531,127.91999799999999
532,127.550003
533,127.040001
534,128.929993
535,129.369995
536,131.479996
537,132.779999
538,132.179993
539,130.979996
540,130.320007
541,133.229996
542,130.83999599999999
543,130.979996
544,132.059998
545,131.83999599999999
546,134.199997
547,134.139999
548,134.190002
549,134.050003
550,133.850006
551,133.440002
552,133.83999599999999
553,133.529999
554,133.720001
555,136.119995
556,135.360001
557,135.440002
558,136.41000400000001
559,135.53999299999998
560,137.419998
561,136.759995
562,137.169998
563,137.419998
564,137.300003
565,137.720001
566,138.240005
567,138.78999299999998
568,139.600006
569,139.320007
570,139.720001
571,139.990005
572,139.83999599999999
573,139.940002
574,138.509995
575,139.58999599999999
576,139.529999
577,140.33999599999999
578,140.320007
579,141.759995
580,142.649994
581,142.41000400000001
582,142.050003
583,142.279999
584,141.729996
585,141.850006
586,141.169998
587,140.779999
588,141.03999299999998
589,139.919998
590,139.580002
591,139.389999
592,141.419998
593,140.96000700000002
594,142.270004
595,143.800003
596,143.679993
597,145.470001
598,146.490005
599,146.559998
600,147.699997
601,150.25
602,152.46000700000002
603,152.779999
604,151.800003
605,150.850006
606,150.240005
607,151.059998
608,150.479996
609,150.28999299999998
610,150.03999299999998
611,150.330002
612,150.190002
613,149.779999
614,144.850006
615,147.66000400000001
616,148.059998
617,148.240005
618,148.070007
619,150.03999299999998
620,151.96000700000002
621,152.130005
622,152.380005
623,151.46000700000002
624,151.529999
625,153.610001
626,153.630005
627,152.809998
628,153.119995
629,154.71000700000002
630,149.600006
631,148.440002
632,150.679993
633,150.25
634,149.800003
635,150.639999
636,152.869995
637,152.25
638,153.91000400000001
639,153.399994
640,155.070007
641,153.58999599999999
642,150.580002
643,153.240005
644,151.03999299999998
645,150.979996
646,148.429993
647,150.33999599999999
648,148.820007
649,151.440002
650,153.5
651,155.270004
652,158.899994
653,159.259995
654,159.970001
655,159.729996
656,162.860001
657,164.139999
658,164.529999
659,164.429993
660,166.0
661,165.279999
662,165.610001
663,170.440002
664,172.449997
665,169.25
666,169.860001
667,169.300003
668,168.58999599999999
669,169.619995
670,171.979996
671,171.229996
672,171.179993
673,167.399994
674,168.080002
675,170.75
676,171.0
677,170.0
678,166.91000400000001
679,167.41000400000001
680,167.779999
681,169.639999
682,168.71000700000002
683,167.740005
684,166.320007
685,167.240005
686,168.050003
687,169.919998
688,171.970001
689,172.020004
690,170.720001
691,172.08999599999999
692,173.21000700000002
693,170.949997
694,173.509995
695,172.96000700000002
696,173.050003
697,170.96000700000002
698,171.639999
699,170.009995
700,172.520004
701,172.169998
702,171.110001
703,170.53999299999998
704,162.869995
705,164.21000700000002
706,167.679993
707,168.729996
708,170.869995
709,169.470001
710,169.96000700000002
711,168.419998
712,171.240005
713,172.229996
714,172.5
715,171.58999599999999
716,172.740005
717,172.550003
718,173.740005
719,174.520004
720,176.110001
721,176.029999
722,174.559998
723,174.979996
724,171.270004
725,171.800003
726,170.600006
727,170.630005
728,177.880005
729,179.869995
730,180.059998
731,182.66000400000001
732,178.919998
733,178.919998
734,180.169998
735,180.25
736,179.559998
737,179.300003
738,178.46000700000002
739,178.770004
740,178.070007
741,177.949997
742,179.58999599999999
743,179.0
744,178.740005
745,181.860001
746,180.869995
747,182.779999
748,183.029999
749,182.419998
750,175.130005
751,177.179993
752,175.100006
753,171.470001
754,172.830002
755,176.059998
756,180.139999
757,179.0
758,179.03999299999998
759,176.96000700000002
760,178.300003
761,178.389999
762,180.179993
763,180.820007
764,179.509995
765,177.889999
766,177.449997
767,177.199997
768,175.990005
769,177.619995
770,177.919998
771,176.46000700000002
772,181.419998
773,184.669998
774,184.330002
775,186.850006
776,188.279999
777,187.869995
778,187.83999599999999
779,187.770004
780,179.369995
781,178.389999
782,177.600006
783,179.800003
784,181.28999299999998
785,185.369995
786,189.350006
787,186.550003
788,187.479996
789,190.0
790,185.979996
791,187.119995
792,186.889999
793,193.08999599999999
794,190.279999
795,181.259995
796,185.309998
797,180.179993
798,171.580002
799,176.110001
800,176.41000400000001
801,173.149994
802,179.520004
803,179.96000700000002
804,177.360001
805,176.009995
806,177.91000400000001
807,178.990005
808,183.28999299999998
809,184.929993
810,181.46000700000002
811,178.320007
812,175.940002
813,176.619995
814,180.399994
815,179.779999
816,183.71000700000002
817,182.33999599999999
818,185.229996
819,184.759995
820,181.880005
821,184.190002
822,183.860001
823,185.08999599999999
824,172.559998
825,168.149994
826,169.389999
827,164.889999
828,159.389999
829,160.059998
830,152.220001
831,153.029999
832,159.78999299999998
833,155.389999
834,156.110001
835,155.100006
836,159.33999599999999
837,157.199997
838,157.929993
839,165.03999299999998
840,166.320007
841,163.869995
842,164.520004
843,164.830002
844,168.66000400000001
845,166.360001
846,168.100006
847,166.279999
848,165.83999599999999
849,159.690002
850,159.690002
851,174.16000400000001
852,173.58999599999999
853,172.0
854,173.860001
855,176.070007
856,174.020004
857,176.610001
858,177.970001
859,178.919998
860,182.66000400000001
861,185.529999
862,186.990005
863,186.639999
864,184.320007
865,183.199997
866,183.759995
867,182.679993
868,184.490005
869,183.800003
870,186.899994
871,185.929993
872,184.919998
873,185.740005
874,187.669998
875,191.779999
876,193.990005
877,193.279999
878,192.940002
879,191.33999599999999
880,188.179993
881,189.100006
882,191.53999299999998
883,192.399994
884,192.41000400000001
885,196.809998
886,195.850006
887,198.309998
888,197.490005
889,202.0
890,201.5
891,201.740005
892,196.350006
893,199.0
894,195.83999599999999
895,196.229996
896,194.320007
897,197.360001
898,192.729996
899,198.449997
900,203.229996
901,204.740005
902,203.53999299999998
903,202.53999299999998
904,206.919998
905,207.320007
906,207.229996
907,209.99000499999997
908,209.360001
909,208.08999599999999
910,209.940002
911,210.91000400000001
912,214.669998
913,217.5
914,176.259995
915,174.889999
916,171.059998
917,172.580002
918,171.649994
919,176.369995
920,177.779999
921,185.690002
922,183.809998
923,185.179993
924,183.08999599999999
925,180.259995
926,180.050003
927,181.110001
928,179.529999
929,174.699997
930,173.800003
931,172.5
932,172.619995
933,173.639999
934,172.899994
935,174.649994
936,177.46000700000002
937,176.259995
938,175.899994
939,177.639999
940,175.729996
941,171.16000400000001
942,167.179993
943,162.529999
944,163.03999299999998
945,164.179993
946,165.940002
947,162.0
948,161.360001
949,162.320007
950,160.580002
951,160.300003
952,163.059998
953,166.020004
954,162.929993
955,165.41000400000001
956,164.91000400000001
957,166.949997
958,168.83999599999999
959,164.46000700000002
960,162.440002
961,159.330002
962,162.429993
963,158.850006
964,157.330002
965,157.25
966,157.899994
967,151.380005
968,153.350006
969,153.740005
970,153.520004
971,158.779999
972,159.419998
973,154.919998
974,154.050003
975,154.779999
976,154.389999
977,146.03999299999998
978,150.949997
979,145.369995
980,142.08999599999999
981,146.220001
982,151.78999299999998
983,151.75
984,150.350006
985,148.679993
986,149.940002
987,151.529999
988,147.869995
989,144.96000700000002
990,141.550003
991,142.16000400000001
992,144.220001
993,143.850006
994,139.529999
995,131.550003
996,132.429993
997,134.820007
998,131.729996
999,136.380005
1000,135.0
1001,136.759995
1002,138.679993
1003,140.610001
1004,141.08999599999999
1005,137.929993
1006,139.630005
1007,137.419998
1008,141.850006
1009,142.080002
1010,144.5
1011,145.009995
1012,144.059998
1013,140.190002
1014,143.66000400000001
1015,133.240005
1016,133.399994
1017,124.949997
1018,124.059998
1019,134.179993
1020,134.520004
1021,133.199997
1022,131.08999599999999
1023,135.679993
1024,131.740005
1025,137.949997
1026,138.050003
1027,142.529999
1028,144.229996
1029,144.199997
1030,143.800003
1031,145.389999
1032,148.949997
1033,147.53999299999998
1034,148.300003
1035,150.03999299999998
1036,147.570007
1037,144.300003
1038,145.830002
1039,149.009995
1040,147.470001
1041,144.190002
1042,150.419998
1043,166.690002
1044,165.71000700000002
1045,169.25
1046,171.16000400000001
1047,170.490005
1048,166.380005
1049,167.330002
1050,165.78999299999998
1051,165.03999299999998
1052,164.070007
1053,163.949997
1054,162.5
1055,162.28999299999998
1056,162.559998
1057,160.03999299999998
1058,161.889999
1059,164.619995
1060,164.130005
1061,162.809998
1062,161.449997
1063,162.279999
1064,167.369995
1065,171.259995
1066,172.509995
1067,169.130005
1068,169.600006
1069,172.070007
1070,171.919998
1071,173.369995
1072,170.169998
1073,165.979996
1074,160.470001
1075,161.570007
1076,165.440002
1077,166.080002
1078,164.33999599999999
1079,166.28999299999998
1080,167.679993
1081,165.869995
1082,165.550003
1083,166.690002
1084,168.699997
1085,174.199997
1086,173.53999299999998
1087,176.020004
1088,175.720001
1089,174.929993
1090,177.580002
1091,177.820007
1092,177.509995
1093,179.100006
1094,179.649994
1095,178.869995
1096,178.779999
1097,178.279999
1098,181.440002
1099,183.779999
1100,182.580002
1101,193.259995
1102,191.490005
1103,194.779999
1104,193.399994
1105,193.029999
1106,192.529999
1107,195.470001
1108,193.880005
1109,189.770004
1110,189.53999299999998
1111,188.649994
1112,188.33999599999999
1113,181.53999299999998
1114,180.729996
1115,186.270004
1116,186.990005
1117,185.300003
1118,182.720001
1119,184.820007
1120,185.320007
1121,180.869995
1122,181.059998
1123,184.309998
1124,182.190002
1125,183.009995
1126,177.470001
1127,164.149994
1128,167.5
1129,168.169998
1130,168.330002
1131,173.350006
1132,174.820007
1133,178.100006
1134,175.03999299999998
1135,177.470001
1136,181.330002
1137,189.009995
1138,188.470001
1139,187.479996
1140,189.529999
1141,191.139999
1142,192.600006
1143,188.83999599999999
1144,187.66000400000001
1145,189.5
1146,193.0
1147,193.0
1148,195.0
1149,197.199997
1150,196.399994
1151,195.759995
1152,199.21000700000002
1153,202.729996
1154,201.229996
1155,204.869995
1156,203.91000400000001
1157,203.83999599999999
1158,201.800003
1159,200.779999
1160,198.360001
1161,202.320007
1162,202.360001
1163,204.66000400000001
1164,200.71000700000002
1165,199.75
1166,195.940002
1167,197.03999299999998
1168,194.229996
1169,192.729996
1170,189.020004
1171,181.729996
1172,184.509995
1173,185.149994
1174,190.16000400000001
1175,187.850006
1176,185.369995
1177,188.449997
1178,179.71000700000002
1179,182.58999599999999
1180,183.699997
1181,186.169998
1182,183.809998
1183,183.550003
1184,182.03999299999998
1185,177.75
1186,180.360001
1187,181.300003
1188,181.759995
1189,185.570007
1190,185.669998
1191,182.389999
1192,187.139999
1193,190.899994
1194,187.490005
1195,188.759995
1196,186.169998
1197,188.490005
1198,187.470001
1199,187.190002
1200,186.220001
1201,188.080002
1202,188.139999
1203,190.139999
1204,189.929993
1205,186.820007
1206,181.279999
1207,182.800003
1208,180.110001
1209,177.100006
1210,178.080002
1211,175.809998
1212,174.600006
1213,179.380005
1214,180.449997
1215,179.679993
1216,177.75
1217,179.850006
1218,180.029999
1219,184.190002
1220,183.279999
1221,188.889999
1222,189.550003
1223,190.389999
1224,185.850006
1225,189.759995
1226,182.33999599999999
1227,186.149994
1228,186.380005
